SRS RGASoft 4.1.0 - Residual Gas Analyzer Software
Document Created on, Thursday, October 9, 2025 1:42:28 PM, Central Daylight Time
RGA ID, SRSRGA200VER0.24SN18194


Scan Mode, Analog
Number of Data Points, 3726
Units, Torr
Start Mass, 1, AMU
Stop Mass, 150, AMU
Points Per AMU, 25
Scan Rate, 5.00
Detector, Faraday Cup
Focus Voltage, 90, V
Ion Energy, 12, eV
Electron Energy, 70, eV
CEM Voltage, 0, V
CEM Gain, 1.145
Partial Pressure Sensitivity Factor, 5.64
Total Pressure Sensitivity Factor, 0.237
Filament Current, 1.60, mA


Analog Scan Data
----------------

              Mass (AMU),         Intensity (Torr)
                   15.56,               4.5952e-09
                   15.60,               6.1310e-09
                   15.64,               7.1917e-09
                   15.68,               8.1710e-09
                   15.72,               8.9813e-09
                   15.76,               9.7643e-09
                   15.80,               1.0537e-08
                   15.84,               1.0661e-08
                   15.88,               1.0800e-08
                   15.92,               1.1088e-08
                   15.96,               1.1307e-08
                   16.00,               1.1253e-08
                   16.04,               1.0766e-08
                   16.08,               1.0295e-08
                   16.12,               9.8232e-09
                   16.16,               8.1796e-09
                   16.20,               4.1182e-09
                   16.24,               1.5966e-09
                   16.28,               8.1633e-10
                   16.32,               5.4372e-10
                   16.36,               4.2477e-10
                   16.40,               3.8736e-10
                   16.44,               4.4583e-10
                   16.48,               7.5658e-10
                   16.52,               1.6746e-09
                   16.56,               3.3577e-09
                   16.60,               4.9504e-09
                   16.64,               5.8484e-09
                   16.68,               6.6982e-09
                   16.72,               7.6066e-09
                   16.76,               8.3372e-09
                   16.80,               9.0901e-09
                   16.84,               9.3636e-09
                   16.88,               9.2496e-09
                   16.92,               9.6045e-09
                   16.96,               1.0058e-08
                   17.00,               1.0132e-08
                   17.04,               9.6391e-09
                   17.08,               9.2203e-09
                   17.12,               9.1801e-09
                   17.16,               8.1286e-09
                   17.20,               4.5005e-09
                   17.24,               1.7965e-09
                   17.28,               1.0263e-09
                   17.32,               8.1170e-10
                   17.36,               8.4863e-10
                   17.40,               1.1023e-09
                   17.44,               1.7978e-09
                   17.48,               4.3068e-09
                   17.52,               1.1108e-08
                   17.56,               1.8217e-08
                   17.60,               2.4016e-08
                   17.64,               2.7588e-08
                   17.68,               3.0813e-08
                   17.72,               3.5056e-08
                   17.76,               3.8342e-08
                   17.80,               4.1083e-08
                   17.84,               4.2823e-08
                   17.88,               4.1905e-08
                   17.92,               4.2949e-08
                   17.96,               4.5721e-08
                   18.00,               4.5771e-08
                   18.04,               4.3337e-08
                   18.08,               4.2110e-08
                   18.12,               4.1678e-08
                   18.16,               3.5892e-08
                   18.20,               1.6175e-08
                   18.24,               3.7876e-09
                   18.28,               1.4117e-09
                   18.32,               7.4284e-10
                   18.36,               4.7278e-10
                   18.40,               3.2463e-10
                   18.44,               2.3509e-10
                   18.48,               1.8064e-10
                   18.52,               1.6183e-10
                   18.56,               1.4972e-10
                   18.60,               1.5475e-10
                   18.64,               1.6473e-10
                   18.68,               1.6858e-10
                   18.72,               1.8679e-10
                   18.76,               2.0589e-10
                   18.80,               2.2429e-10
                   18.84,               2.4860e-10
                   18.88,               2.6252e-10
                   18.92,               2.7541e-10
                   18.96,               3.0335e-10
                   19.00,               3.2528e-10
                   19.04,               3.6074e-10
                   19.08,               3.9628e-10
                   19.12,               4.3734e-10
                   19.16,               5.0321e-10
                   19.20,               5.9957e-10
                   19.24,               7.2316e-10
                   19.28,               9.7374e-10
                   19.32,               1.4382e-09
                   19.36,               2.1980e-09
                   19.40,               3.8602e-09
                   19.44,               8.7137e-09
                   19.48,               2.0880e-08
                   19.52,               3.8602e-08
                   19.56,               5.0261e-08
                   19.60,               5.6889e-08
                   19.64,               6.6396e-08
                   19.68,               7.5575e-08
                   19.72,               8.3786e-08
                   19.76,               9.1567e-08
                   19.80,               9.1684e-08
                   19.84,               8.8571e-08
                   19.88,               9.2227e-08
                   19.92,               9.7388e-08
                   19.96,               1.0033e-07
                   20.00,               9.4909e-08
                   20.04,               9.0270e-08
                   20.08,               9.2996e-08
                   20.12,               8.3561e-08
                   20.16,               4.1845e-08
                   20.20,               8.1294e-09
                   20.24,               2.2046e-09
                   20.28,               1.0649e-09
                   20.32,               6.4138e-10
                   20.36,               4.2530e-10
                   20.40,               2.9587e-10
                   20.44,               2.1222e-10
                   20.48,               1.4949e-10
                   20.52,               1.1080e-10
                   20.56,               9.1472e-11
                   20.60,               6.8369e-11
                   20.64,               5.7730e-11
                   20.68,               4.8830e-11
                   20.72,               3.5975e-11
                   20.76,               3.2801e-11
                   20.80,               3.0851e-11
                   20.84,               2.2216e-11
                   20.88,               2.1028e-11
                   20.92,               1.5319e-11
                   20.96,               8.3688e-12
                   21.00,               1.4007e-11
                   21.04,               1.1543e-11
                   21.08,               8.0851e-12
                   21.12,               9.0780e-12
                   21.16,               6.6489e-12
                   21.20,               4.5035e-12
                   21.24,               9.6631e-12
                   21.28,               7.9787e-13
                   21.32,               5.1418e-13
                   21.36,               2.0745e-12
                   21.40,              -2.5887e-12
                   21.44,              -1.9504e-13
                   21.48,               6.2057e-12
                   21.52,               4.7872e-12
                   21.56,               1.2996e-11
                   21.60,               1.6348e-11
                   21.64,               1.4592e-11
                   21.68,               2.6543e-11
                   21.72,               3.5213e-11
                   21.76,               3.8706e-11
                   21.80,               4.4043e-11
                   21.84,               4.5904e-11
                   21.88,               4.6667e-11
                   21.92,               6.0727e-11
                   21.96,               6.1968e-11
                   22.00,               6.5461e-11
                   22.04,               6.7057e-11
                   22.08,               5.9131e-11
                   22.12,               6.2624e-11
                   22.16,               6.8014e-11
                   22.20,               4.7447e-11
                   22.24,               3.9770e-11
                   22.28,               2.8174e-11
                   22.32,               1.7074e-11
                   22.36,               1.4291e-11
                   22.40,               1.1277e-11
                   22.44,               5.7801e-12
                   22.48,               6.9326e-12
                   22.52,               1.6489e-12
                   22.56,              -3.3688e-13
                   22.60,               4.9291e-12
                   22.64,              -1.7376e-12
                   22.68,              -4.5567e-12
                   22.72,              -5.3901e-12
                   22.76,              -7.4823e-12
                   22.80,              -9.8582e-12
                   22.84,              -3.7057e-12
                   22.88,              -7.9078e-12
                   22.92,              -5.1064e-12
                   22.96,              -6.3830e-12
                   23.00,              -1.1649e-11
                   23.04,              -6.6489e-12
                   23.08,              -2.4468e-12
                   23.12,              -8.1915e-12
                   23.16,              -8.0496e-12
                   23.20,              -1.2340e-11
                   23.24,              -1.5089e-11
                   23.28,              -7.9078e-12
                   23.32,              -1.0957e-11
                   23.36,              -9.5745e-12
                   23.40,              -8.0496e-12
                   23.44,              -9.5745e-12
                   23.48,              -9.7163e-12
                   23.52,              -2.5887e-12
                   23.56,              -9.0248e-12
                   23.60,              -2.1631e-12
                   23.64,              -2.8723e-12
                   23.68,              -3.0142e-12
                   23.72,              -7.6241e-13
                   23.76,              -9.0426e-13
                   23.80,              -6.3652e-12
                   23.84,              -2.1631e-12
                   23.88,              -2.4468e-12
                   23.92,              -4.4149e-12
                   23.96,               8.1560e-13
                   24.00,               2.9433e-12
                   24.04,               1.0816e-12
                   24.08,               1.6489e-12
                   24.12,               2.6596e-12
                   24.16,              -3.1560e-12
                   24.20,               1.6489e-12
                   24.24,              -3.2979e-12
                   24.28,              -2.3050e-12
                   24.32,              -5.2482e-12
                   24.36,              -8.7411e-12
                   24.40,              -5.1064e-12
